X_MM;Fi;Brightness
505;216,000;0,056
506;216,000;0,062
500;217,000;0,056
501;217,000;0,052
502;217,000;0,052
503;217,000;0,057
504;217,000;0,062
505;217,000;0,058
506;217,000;0,062
500;218,000;0,056
501;218,000;0,052
502;218,000;0,052
503;218,000;0,058
504;218,000;0,064
505;218,000;0,058
506;218,000;0,063
500;219,000;0,055
501;219,000;0,052
502;219,000;0,052
503;219,000;0,058
504;219,000;0,064
505;219,000;0,057
506;219,000;0,062
500;220,000;0,055
501;220,000;0,052
502;220,000;0,052
503;220,000;0,059
504;220,000;0,063
505;220,000;0,058
506;220,000;0,062
500;221,000;0,055
501;221,000;0,052
502;221,000;0,052
503;221,000;0,059
504;221,000;0,062
505;221,000;0,059
506;221,000;0,063
500;222,000;0,055
501;222,000;0,052
502;222,000;0,052
503;222,000;0,059
504;222,000;0,062
505;222,000;0,059
506;222,000;0,063
500;223,000;0,055
501;223,000;0,053
502;223,000;0,052
503;223,000;0,058
504;223,000;0,061
505;223,000;0,059
506;223,000;0,064
500;224,000;0,054
501;224,000;0,052
502;224,000;0,052
503;224,000;0,058
504;224,000;0,060
505;224,000;0,059
506;224,000;0,062
500;225,000;0,053
501;225,000;0,052
502;225,000;0,052
503;225,000;0,058
504;225,000;0,059
505;225,000;0,058
506;225,000;0,063
500;226,000;0,054
501;226,000;0,051
502;226,000;0,052
503;226,000;0,057
504;226,000;0,059
505;226,000;0,058
506;226,000;0,063
500;227,000;0,053
501;227,000;0,051
502;227,000;0,052
503;227,000;0,057
504;227,000;0,058
505;227,000;0,057
506;227,000;0,065
500;228,000;0,053
501;228,000;0,051
502;228,000;0,052
503;228,000;0,056
504;228,000;0,058
505;228,000;0,057
506;228,000;0,066
500;229,000;0,053
501;229,000;0,051
502;229,000;0,052
503;229,000;0,056
504;229,000;0,058
505;229,000;0,056
506;229,000;0,065
500;230,000;0,054
501;230,000;0,052
502;230,000;0,053
503;230,000;0,056
504;230,000;0,058
505;230,000;0,057
506;230,000;0,064
500;231,000;0,055
501;231,000;0,052
502;231,000;0,053
503;231,000;0,056
504;231,000;0,058
505;231,000;0,058
506;231,000;0,065
500;232,000;0,054
501;232,000;0,053
502;232,000;0,053
503;232,000;0,056
504;232,000;0,058
505;232,000;0,058
506;232,000;0,064
500;233,000;0,054
501;233,000;0,053
502;233,000;0,053
503;233,000;0,056
504;233,000;0,059
505;233,000;0,058
506;233,000;0,064
500;234,000;0,054
501;234,000;0,054
502;234,000;0,053
503;234,000;0,055
504;234,000;0,059
505;234,000;0,058
506;234,000;0,064
500;235,000;0,054
501;235,000;0,053
502;235,000;0,053
503;235,000;0,055
504;235,000;0,058
505;235,000;0,058
506;235,000;0,064
500;236,000;0,054
501;236,000;0,053
502;236,000;0,052
503;236,000;0,054
504;236,000;0,058
505;236,000;0,057
506;236,000;0,064
500;237,000;0,055
501;237,000;0,053
502;237,000;0,052
503;237,000;0,053
504;237,000;0,057
505;237,000;0,056
506;237,000;0,065
500;238,000;0,055
501;238,000;0,053
502;238,000;0,052
503;238,000;0,053
504;238,000;0,056
505;238,000;0,056
506;238,000;0,065
500;239,000;0,055
501;239,000;0,053
502;239,000;0,052
503;239,000;0,052
504;239,000;0,056
505;239,000;0,057
506;239,000;0,067
500;240,000;0,056
501;240,000;0,053
502;240,000;0,052
503;240,000;0,052
504;240,000;0,056
505;240,000;0,056
506;240,000;0,066
500;241,000;0,056
501;241,000;0,053
502;241,000;0,052
503;241,000;0,052
504;241,000;0,057
505;241,000;0,056
506;241,000;0,067
500;242,000;0,057
501;242,000;0,054
502;242,000;0,052
503;242,000;0,052
504;242,000;0,056
505;242,000;0,056
506;242,000;0,069
500;243,000;0,058
501;243,000;0,054
502;243,000;0,053
503;243,000;0,053
504;243,000;0,057
505;243,000;0,057
506;243,000;0,071
500;244,000;0,060
501;244,000;0,055
502;244,000;0,054
503;244,000;0,054
504;244,000;0,059
505;244,000;0,058
506;244,000;0,074
500;245,000;0,060
501;245,000;0,055
502;245,000;0,055
503;245,000;0,056
504;245,000;0,060
505;245,000;0,058
506;245,000;0,076
500;246,000;0,060
501;246,000;0,055
502;246,000;0,055
503;246,000;0,057
504;246,000;0,060
505;246,000;0,059
506;246,000;0,078
500;247,000;0,062
501;247,000;0,056
502;247,000;0,055
503;247,000;0,057
504;247,000;0,061
505;247,000;0,061
506;247,000;0,077
500;248,000;0,063
501;248,000;0,056
502;248,000;0,055
503;248,000;0,057
504;248,000;0,060
505;248,000;0,060
506;248,000;0,077
500;249,000;0,062
501;249,000;0,056
502;249,000;0,055
503;249,000;0,057
504;249,000;0,060
505;249,000;0,060
506;249,000;0,075
500;250,000;0,062
501;250,000;0,057
502;250,000;0,055
503;250,000;0,056
504;250,000;0,059
505;250,000;0,059
506;250,000;0,073
500;251,000;0,061
501;251,000;0,056
502;251,000;0,054
503;251,000;0,055
504;251,000;0,058
505;251,000;0,058
506;251,000;0,071
500;252,000;0,060
501;252,000;0,056
502;252,000;0,054
503;252,000;0,055
504;252,000;0,057
505;252,000;0,058
506;252,000;0,069
500;253,000;0,059
501;253,000;0,055
502;253,000;0,054
503;253,000;0,055
504;253,000;0,056
505;253,000;0,059
506;253,000;0,068
500;254,000;0,058
501;254,000;0,055
502;254,000;0,054
503;254,000;0,054
504;254,000;0,056
505;254,000;0,059
506;254,000;0,067
500;255,000;0,059
501;255,000;0,055
502;255,000;0,054
503;255,000;0,054
504;255,000;0,056
505;255,000;0,059
506;255,000;0,066
500;256,000;0,058
501;256,000;0,055
502;256,000;0,053
503;256,000;0,054
504;256,000;0,055
505;256,000;0,058
506;256,000;0,065
500;257,000;0,058
501;257,000;0,056
502;257,000;0,053
503;257,000;0,054
504;257,000;0,055
505;257,000;0,059
506;257,000;0,064
500;258,000;0,058
501;258,000;0,055
502;258,000;0,053
503;258,000;0,054
504;258,000;0,054
505;258,000;0,060
506;258,000;0,064
500;259,000;0,059
501;259,000;0,056
502;259,000;0,053
503;259,000;0,054
504;259,000;0,055
505;259,000;0,060
506;259,000;0,063
500;260,000;0,059
501;260,000;0,056
502;260,000;0,053
503;260,000;0,054
504;260,000;0,055
505;260,000;0,060
506;260,000;0,063
500;261,000;0,059
501;261,000;0,056
502;261,000;0,053
503;261,000;0,054
504;261,000;0,055
505;261,000;0,060
506;261,000;0,062
500;262,000;0,058
501;262,000;0,057
502;262,000;0,053
503;262,000;0,055
504;262,000;0,055
505;262,000;0,060
506;262,000;0,063
500;263,000;0,058
501;263,000;0,057
502;263,000;0,054
503;263,000;0,055
504;263,000;0,056
505;263,000;0,061
506;263,000;0,064
500;264,000;0,058
501;264,000;0,057
502;264,000;0,054
503;264,000;0,055
504;264,000;0,057
505;264,000;0,062
506;264,000;0,065
500;265,000;0,058
501;265,000;0,057
502;265,000;0,054
503;265,000;0,056
504;265,000;0,058
505;265,000;0,062
506;265,000;0,067
500;266,000;0,059
501;266,000;0,059
502;266,000;0,055
503;266,000;0,057
504;266,000;0,059
505;266,000;0,063
506;266,000;0,068
500;267,000;0,061
501;267,000;0,059
502;267,000;0,056
503;267,000;0,057
504;267,000;0,060
505;267,000;0,064
506;267,000;0,070
500;268,000;0,062
501;268,000;0,060
502;268,000;0,056
503;268,000;0,058
504;268,000;0,061
505;268,000;0,065
506;268,000;0,069
500;269,000;0,064
501;269,000;0,062
502;269,000;0,057
503;269,000;0,058
504;269,000;0,062
505;269,000;0,067
506;269,000;0,070
500;270,000;0,065
501;270,000;0,063
502;270,000;0,057
503;270,000;0,059
504;270,000;0,063
505;270,000;0,068
506;270,000;0,071
500;271,000;0,065
501;271,000;0,063
502;271,000;0,056
503;271,000;0,059
504;271,000;0,063
505;271,000;0,068
506;271,000;0,071
500;272,000;0,065
501;272,000;0,065
502;272,000;0,056
503;272,000;0,060
504;272,000;0,064
505;272,000;0,069
506;272,000;0,072
500;273,000;0,065
501;273,000;0,065
502;273,000;0,056
503;273,000;0,060
504;273,000;0,064
505;273,000;0,069
506;273,000;0,071
500;274,000;0,064
501;274,000;0,066
502;274,000;0,056
503;274,000;0,060
504;274,000;0,064
505;274,000;0,069
506;274,000;0,072
500;275,000;0,063
501;275,000;0,064
502;275,000;0,057
503;275,000;0,060
504;275,000;0,063
505;275,000;0,068
506;275,000;0,071
500;276,000;0,063
501;276,000;0,063
502;276,000;0,056
503;276,000;0,060
504;276,000;0,064
505;276,000;0,067
506;276,000;0,070
500;277,000;0,062
501;277,000;0,062
502;277,000;0,056
503;277,000;0,060
504;277,000;0,064
505;277,000;0,067
506;277,000;0,069
500;278,000;0,062
501;278,000;0,061
502;278,000;0,056
503;278,000;0,059
504;278,000;0,064
505;278,000;0,066
506;278,000;0,068
500;279,000;0,062
501;279,000;0,061
502;279,000;0,056
503;279,000;0,060
504;279,000;0,063
505;279,000;0,066
506;279,000;0,067
500;280,000;0,063
501;280,000;0,062
502;280,000;0,057
503;280,000;0,061
504;280,000;0,065
505;280,000;0,066
506;280,000;0,068
500;281,000;0,064
501;281,000;0,064
502;281,000;0,058
503;281,000;0,063
504;281,000;0,065
505;281,000;0,066
506;281,000;0,069
500;282,000;0,066
501;282,000;0,064
502;282,000;0,058
503;282,000;0,064
504;282,000;0,066
505;282,000;0,066
506;282,000;0,070
500;283,000;0,067
501;283,000;0,064
502;283,000;0,058
503;283,000;0,064
504;283,000;0,067
505;283,000;0,066
506;283,000;0,070
500;284,000;0,067
501;284,000;0,065
502;284,000;0,059
503;284,000;0,064
504;284,000;0,067
505;284,000;0,066
506;284,000;0,070
500;285,000;0,066
501;285,000;0,064
502;285,000;0,058
503;285,000;0,063
504;285,000;0,065
505;285,000;0,065
506;285,000;0,069
500;286,000;0,065
501;286,000;0,063
502;286,000;0,058
503;286,000;0,062
504;286,000;0,064
505;286,000;0,064
506;286,000;0,069
500;287,000;0,065
501;287,000;0,062
502;287,000;0,057
503;287,000;0,061
504;287,000;0,063
505;287,000;0,063
506;287,000;0,067
500;288,000;0,064
501;288,000;0,061
502;288,000;0,057
503;288,000;0,060
504;288,000;0,061
505;288,000;0,061
506;288,000;0,067
500;289,000;0,063
501;289,000;0,060
502;289,000;0,056
503;289,000;0,059
504;289,000;0,061
505;289,000;0,060
506;289,000;0,067
500;290,000;0,063
501;290,000;0,060
502;290,000;0,056
503;290,000;0,059
504;290,000;0,060
505;290,000;0,060
506;290,000;0,067
500;291,000;0,062
501;291,000;0,059
502;291,000;0,055
503;291,000;0,059
504;291,000;0,060
505;291,000;0,060
506;291,000;0,067
500;292,000;0,062
501;292,000;0,059
502;292,000;0,055
503;292,000;0,059
504;292,000;0,059
505;292,000;0,060
506;292,000;0,065
500;293,000;0,061
501;293,000;0,059
502;293,000;0,054
503;293,000;0,059
504;293,000;0,059
505;293,000;0,059
506;293,000;0,063
500;294,000;0,058
501;294,000;0,057
502;294,000;0,053
503;294,000;0,057
504;294,000;0,056
505;294,000;0,057
506;294,000;0,060
500;295,000;0,057
501;295,000;0,056
502;295,000;0,052
503;295,000;0,056
504;295,000;0,054
505;295,000;0,056
506;295,000;0,058
500;296,000;0,056
501;296,000;0,056
502;296,000;0,052
503;296,000;0,055
504;296,000;0,053
505;296,000;0,055
506;296,000;0,057
500;297,000;0,055
501;297,000;0,055
502;297,000;0,052
503;297,000;0,054
504;297,000;0,053
505;297,000;0,054
506;297,000;0,056
500;298,000;0,055
501;298,000;0,055
502;298,000;0,052
503;298,000;0,054
504;298,000;0,053
505;298,000;0,054
506;298,000;0,056
500;299,000;0,055
501;299,000;0,055
502;299,000;0,051
503;299,000;0,053
504;299,000;0,053
505;299,000;0,054
506;299,000;0,055
500;300,000;0,055
501;300,000;0,055
502;300,000;0,051
503;300,000;0,053
504;300,000;0,053
505;300,000;0,054
506;300,000;0,054
500;301,000;0,055
501;301,000;0,055
502;301,000;0,051
503;301,000;0,053
504;301,000;0,053
505;301,000;0,054
506;301,000;0,053
500;302,000;0,055
501;302,000;0,055
502;302,000;0,051
503;302,000;0,053
504;302,000;0,053
505;302,000;0,054
506;302,000;0,053
500;303,000;0,055
501;303,000;0,055
502;303,000;0,051
503;303,000;0,053
504;303,000;0,053
505;303,000;0,054
506;303,000;0,052
500;304,000;0,055
501;304,000;0,055
502;304,000;0,051
503;304,000;0,053
504;304,000;0,053
505;304,000;0,054
506;304,000;0,052
500;305,000;0,055
501;305,000;0,055
502;305,000;0,051
503;305,000;0,053
504;305,000;0,053
505;305,000;0,054
506;305,000;0,052
500;306,000;0,054
501;306,000;0,054
502;306,000;0,051
503;306,000;0,053
504;306,000;0,053
505;306,000;0,054
506;306,000;0,051
500;307,000;0,054
501;307,000;0,054
502;307,000;0,051
503;307,000;0,053
504;307,000;0,053
505;307,000;0,053
506;307,000;0,051
500;308,000;0,053
501;308,000;0,053
502;308,000;0,051
503;308,000;0,053
504;308,000;0,053
505;308,000;0,053
506;308,000;0,051
500;309,000;0,053
501;309,000;0,052
502;309,000;0,051
503;309,000;0,052
504;309,000;0,053
505;309,000;0,052
506;309,000;0,050
500;310,000;0,052
501;310,000;0,052
502;310,000;0,051
503;310,000;0,052
504;310,000;0,052
505;310,000;0,052
506;310,000;0,050
500;311,000;0,052
501;311,000;0,052
502;311,000;0,051
503;311,000;0,052
504;311,000;0,052
505;311,000;0,051
506;311,000;0,050
500;312,000;0,052
501;312,000;0,051
502;312,000;0,051
503;312,000;0,052
504;312,000;0,052
505;312,000;0,051
506;312,000;0,050
500;313,000;0,052
501;313,000;0,051
502;313,000;0,051
503;313,000;0,051
504;313,000;0,052
505;313,000;0,051
506;313,000;0,050
500;314,000;0,052
501;314,000;0,051
502;314,000;0,051
503;314,000;0,051
504;314,000;0,052
505;314,000;0,051
506;314,000;0,050
500;315,000;0,052
501;315,000;0,051
502;315,000;0,051
503;315,000;0,051
504;315,000;0,052
505;315,000;0,050
506;315,000;0,050
500;316,000;0,052
501;316,000;0,051
502;316,000;0,051
503;316,000;0,051
504;316,000;0,052
505;316,000;0,050
506;316,000;0,050
500;317,000;0,052
501;317,000;0,051
502;317,000;0,051
503;317,000;0,051
504;317,000;0,052
505;317,000;0,050
506;317,000;0,050
500;318,000;0,052
501;318,000;0,051
502;318,000;0,051
503;318,000;0,051
504;318,000;0,052
505;318,000;0,051
506;318,000;0,050
500;319,000;0,052
501;319,000;0,051
502;319,000;0,051
503;319,000;0,051
504;319,000;0,052
505;319,000;0,051
506;319,000;0,050
500;320,000;0,052
501;320,000;0,051
502;320,000;0,051
503;320,000;0,051
504;320,000;0,052
505;320,000;0,051
506;320,000;0,050
500;321,000;0,052
501;321,000;0,052
502;321,000;0,051
503;321,000;0,051
504;321,000;0,052
505;321,000;0,051
506;321,000;0,050
500;322,000;0,052
501;322,000;0,052
502;322,000;0,051
503;322,000;0,051
504;322,000;0,052
505;322,000;0,051
506;322,000;0,050
500;323,000;0,052
501;323,000;0,052
502;323,000;0,051
503;323,000;0,052
504;323,000;0,052
505;323,000;0,051
506;323,000;0,050
500;324,000;0,052
501;324,000;0,052
502;324,000;0,052
503;324,000;0,052
504;324,000;0,052
505;324,000;0,051
506;324,000;0,051
500;325,000;0,052
501;325,000;0,052
502;325,000;0,052
503;325,000;0,052
504;325,000;0,052
505;325,000;0,051
506;325,000;0,051
500;326,000;0,052
501;326,000;0,052
502;326,000;0,052
503;326,000;0,052
504;326,000;0,053
505;326,000;0,051
506;326,000;0,051
500;327,000;0,053
501;327,000;0,053
502;327,000;0,052
503;327,000;0,052
504;327,000;0,053
505;327,000;0,052
506;327,000;0,051
500;328,000;0,053
501;328,000;0,053
502;328,000;0,052
503;328,000;0,053
504;328,000;0,053
505;328,000;0,052
506;328,000;0,051
500;329,000;0,053
501;329,000;0,053
502;329,000;0,053
503;329,000;0,053
504;329,000;0,053
505;329,000;0,052
506;329,000;0,051
500;330,000;0,053
501;330,000;0,053
502;330,000;0,053
503;330,000;0,053
504;330,000;0,053
505;330,000;0,052
506;330,000;0,051
500;331,000;0,053
501;331,000;0,053
502;331,000;0,053
503;331,000;0,053
504;331,000;0,053
505;331,000;0,052
506;331,000;0,052
500;332,000;0,054
501;332,000;0,054
502;332,000;0,053
503;332,000;0,053
504;332,000;0,053
505;332,000;0,052
506;332,000;0,052
500;333,000;0,054
501;333,000;0,054
502;333,000;0,053
503;333,000;0,054
504;333,000;0,053
505;333,000;0,053
506;333,000;0,052
500;334,000;0,054
501;334,000;0,054
502;334,000;0,054
503;334,000;0,054
504;334,000;0,054
505;334,000;0,053
506;334,000;0,052
500;335,000;0,054
501;335,000;0,054
502;335,000;0,054
503;335,000;0,054
504;335,000;0,054
505;335,000;0,053
506;335,000;0,052
500;336,000;0,054
501;336,000;0,054
502;336,000;0,054
503;336,000;0,054
504;336,000;0,054
505;336,000;0,053
506;336,000;0,052
500;337,000;0,054
501;337,000;0,054
502;337,000;0,054
503;337,000;0,055
504;337,000;0,054
505;337,000;0,053
506;337,000;0,053
500;338,000;0,054
501;338,000;0,055
502;338,000;0,055
503;338,000;0,055
504;338,000;0,055
505;338,000;0,054
506;338,000;0,053
500;339,000;0,055
501;339,000;0,055
502;339,000;0,055
503;339,000;0,055
504;339,000;0,055
505;339,000;0,054
506;339,000;0,053
500;340,000;0,055
501;340,000;0,055
502;340,000;0,055
503;340,000;0,056
504;340,000;0,055
505;340,000;0,054
506;340,000;0,053
500;341,000;0,055
501;341,000;0,055
502;341,000;0,055
503;341,000;0,056
504;341,000;0,056
505;341,000;0,054
506;341,000;0,054
500;342,000;0,055
501;342,000;0,056
502;342,000;0,056
503;342,000;0,056
504;342,000;0,056
505;342,000;0,055
506;342,000;0,054
500;343,000;0,056
501;343,000;0,056
502;343,000;0,056
503;343,000;0,056
504;343,000;0,056
505;343,000;0,055
506;343,000;0,054
500;344,000;0,056
501;344,000;0,056
502;344,000;0,057
503;344,000;0,057
504;344,000;0,057
505;344,000;0,055
506;344,000;0,055
500;345,000;0,057
501;345,000;0,057
502;345,000;0,057
503;345,000;0,057
504;345,000;0,057
505;345,000;0,056
506;345,000;0,055
500;346,000;0,057
501;346,000;0,057
502;346,000;0,057
503;346,000;0,057
504;346,000;0,058
505;346,000;0,056
506;346,000;0,056
500;347,000;0,058
501;347,000;0,058
502;347,000;0,058
503;347,000;0,058
504;347,000;0,058
505;347,000;0,057
506;347,000;0,056
500;348,000;0,058
501;348,000;0,058
502;348,000;0,058
503;348,000;0,058
504;348,000;0,059
505;348,000;0,057
506;348,000;0,056
500;349,000;0,058
501;349,000;0,059
502;349,000;0,059
503;349,000;0,059
504;349,000;0,059
505;349,000;0,058
506;349,000;0,057
500;350,000;0,059
501;350,000;0,060
502;350,000;0,059
503;350,000;0,059
504;350,000;0,060
505;350,000;0,058
506;350,000;0,057
500;351,000;0,060
501;351,000;0,060
502;351,000;0,060
503;351,000;0,060
504;351,000;0,061
505;351,000;0,059
506;351,000;0,058
500;352,000;0,060
501;352,000;0,061
502;352,000;0,061
503;352,000;0,061
504;352,000;0,061
505;352,000;0,059
506;352,000;0,059
500;353,000;0,061
501;353,000;0,061
502;353,000;0,061
503;353,000;0,061
504;353,000;0,062
505;353,000;0,060
506;353,000;0,059
500;354,000;0,061
501;354,000;0,062
502;354,000;0,062
503;354,000;0,062
504;354,000;0,062
505;354,000;0,060
506;354,000;0,059
500;355,000;0,062
501;355,000;0,063
502;355,000;0,063
503;355,000;0,062
504;355,000;0,063
505;355,000;0,061
506;355,000;0,060
500;356,000;0,063
501;356,000;0,063
502;356,000;0,063
503;356,000;0,063
504;356,000;0,063
505;356,000;0,061
506;356,000;0,060
500;357,000;0,063
501;357,000;0,064
502;357,000;0,064
503;357,000;0,063
504;357,000;0,064
505;357,000;0,062
506;357,000;0,061
500;358,000;0,064
501;358,000;0,064
502;358,000;0,064
503;358,000;0,064
504;358,000;0,064
505;358,000;0,062
506;358,000;0,061
500;359,000;0,065
501;359,000;0,065
502;359,000;0,065
503;359,000;0,065
504;359,000;0,065
505;359,000;0,063
506;359,000;0,062
507;0,000;0,068
508;0,000;0,068
509;0,000;0,070
510;0,000;0,069
511;0,000;0,066
512;0,000;0,065
513;0,000;0,064
507;1,000;0,069
508;1,000;0,069
509;1,000;0,071
510;1,000;0,070
511;1,000;0,067
512;1,000;0,066
513;1,000;0,065
507;2,000;0,069
508;2,000;0,069
509;2,000;0,072
510;2,000;0,071
511;2,000;0,067
512;2,000;0,066
513;2,000;0,065
507;3,000;0,070
508;3,000;0,070
509;3,000;0,073
510;3,000;0,071
511;3,000;0,068
512;3,000;0,067
513;3,000;0,066
507;4,000;0,071
508;4,000;0,071
509;4,000;0,074
510;4,000;0,072
511;4,000;0,069
512;4,000;0,068
513;4,000;0,067
507;5,000;0,072
508;5,000;0,072
509;5,000;0,075
510;5,000;0,073
511;5,000;0,070
512;5,000;0,069
513;5,000;0,068
507;6,000;0,072
508;6,000;0,073
509;6,000;0,076
510;6,000;0,074
511;6,000;0,071
512;6,000;0,069
513;6,000;0,069
507;7,000;0,073
508;7,000;0,073
509;7,000;0,077
510;7,000;0,074
511;7,000;0,071
512;7,000;0,070
513;7,000;0,069
507;8,000;0,074
508;8,000;0,074
509;8,000;0,078
510;8,000;0,075
511;8,000;0,072
512;8,000;0,071
513;8,000;0,070
507;9,000;0,075
508;9,000;0,075
509;9,000;0,078
510;9,000;0,076
511;9,000;0,073
512;9,000;0,072
513;9,000;0,071
507;10,000;0,076
508;10,000;0,076
509;10,000;0,079
510;10,000;0,077
511;10,000;0,074
512;10,000;0,073
513;10,000;0,072
507;11,000;0,076
508;11,000;0,077
509;11,000;0,080
510;11,000;0,077
511;11,000;0,075
512;11,000;0,073
513;11,000;0,073
507;12,000;0,077
508;12,000;0,077
509;12,000;0,081
510;12,000;0,078
511;12,000;0,076
512;12,000;0,074
513;12,000;0,073
507;13,000;0,077
508;13,000;0,078
509;13,000;0,081
510;13,000;0,078
511;13,000;0,076
512;13,000;0,075
513;13,000;0,074
507;14,000;0,078
508;14,000;0,078
509;14,000;0,082
510;14,000;0,079
511;14,000;0,077
512;14,000;0,075
513;14,000;0,075
507;15,000;0,078
508;15,000;0,079
509;15,000;0,082
510;15,000;0,080
511;15,000;0,077
512;15,000;0,076
513;15,000;0,075
507;16,000;0,079
508;16,000;0,080
509;16,000;0,083
510;16,000;0,081
511;16,000;0,078
512;16,000;0,077
513;16,000;0,076
507;17,000;0,080
508;17,000;0,081
509;17,000;0,083
510;17,000;0,081
511;17,000;0,079
512;17,000;0,077
513;17,000;0,077
507;18,000;0,080
508;18,000;0,081
509;18,000;0,084
510;18,000;0,082
511;18,000;0,079
512;18,000;0,078
513;18,000;0,077
507;19,000;0,081
508;19,000;0,082
509;19,000;0,084
510;19,000;0,083
511;19,000;0,080
512;19,000;0,079
513;19,000;0,078
507;20,000;0,081
508;20,000;0,082
